"UTC","Year","Mo","Da","Ho","Mi","Se","LatDef","LonDef","MwDef",""
"1712-5-8T0:0:0","1712","05","08","00","00","00","41.561","14.660","4.86",""
"1712-7-16T0:0:0","1712","07","16","00","00","00","38.202","16.064","4.40",""
"1712-8-11T0:0:0","1712","08","11","00","00","00","46.250","7.010","3.20",""
"1713-1-3T0:0:0","1713","01","03","00","00","00","40.589","17.113","4.40",""
"1714-8-1T0:0:0","1714","08","01","00","00","00","40.680","14.760","4.40",""
"1714-1-1T0:0:0","1714","01","01","00","00","00","42.517","12.521","5.33",""
"1715-2-21T0:0:0","1715","02","21","00","00","00","38.271","16.154","4.40",""
"1715-3-1T0:0:0","1715","03","01","00","00","00","38.204","15.398","4.63",""
"1716-2-3T0:0:0","1716","02","03","00","00","00","46.080","13.620","5.10",""
"1716-10-4T0:0:0","1716","10","04","00","00","00","42.718","13.013","4.86",""
"1716-11-1T0:0:0","1716","11","01","00","00","00","","","",""
"1716-12-1T0:0:0","1716","12","01","00","00","00","37.502","15.087","4.63",""
"1717-2-1T0:0:0","1717","02","01","00","00","00","","","",""
"1717-3-31T0:0:0","1717","03","31","00","00","00","43.910","12.910","4.16",""
"1717-4-4T0:0:0","1717","04","04","00","00","00","36.950","14.532","4.86",""
"1717-4-22T0:0:0","1717","04","22","00","00","00","38.099","15.211","4.91",""
"1717-6-15T0:0:0","1717","06","15","00","00","00","","","",""
"1718-2-20T0:0:0","1718","02","20","00","00","00","37.599","14.619","5.25",""
"1718-7-14T0:0:0","1718","07","14","00","00","00","41.491","13.814","4.16",""
"1718-8-18T0:0:0","1718","08","18","00","00","00","43.300","13.453","4.40",""
"1719-1-7T0:0:0","1719","01","07","00","00","00","46.123","11.991","4.94",""
"1719-6-27T6:30:0","1719","06","27","06","30","00","42.876","13.047","5.59",""
"1719-12-12T19:0:0","1719","12","12","19","00","00","45.803","10.671","4.16",""
"1720-1-10T0:0:0","1720","01","10","00","00","00","44.037","10.142","3.93",""
"1720-6-7T0:0:0","1720","06","07","00","00","00","41.262","15.920","5.22",""
"1720-8-28T0:0:0","1720","08","28","00","00","00","41.491","13.814","4.35",""
"1720-9-12T0:0:0","1720","09","12","00","00","00","38.228","15.887","4.40",""
"1721-1-12T0:0:0","1721","01","12","00","00","00","45.300","14.400","6.50",""
"1721-6-18T0:0:0","1721","06","18","00","00","00","43.052","12.855","5.10",""
"1722-9-1T0:0:0","1722","09","01","00","00","00","40.667","16.611","4.16",""
"1723-6-1T0:0:0","1723","06","01","00","00","00","41.288","13.983","4.40",""
"1723-9-19T0:0:0","1723","09","19","00","00","00","41.491","13.814","4.40",""
"1724-8-3T0:0:0","1724","08","03","00","00","00","38.178","15.686","4.99",""
"1724-12-11T20:0:0","1724","12","11","20","00","00","43.206","11.008","5.10",""
"1725-4-17T13:0:0","1725","04","17","13","00","00","43.564","12.487","4.80",""
"1725-4-18T13:0:0","1725","04","18","13","00","00","43.457","12.239","4.16",""
"1725-10-29T17:40:0","1725","10","29","17","40","00","44.207","11.573","5.67",""
"1726-1-28T21:0:0","1726","01","28","21","00","00","44.359","11.630","4.86",""
"1726-4-19T22:0:0","1726","04","19","22","00","00","43.242","11.510","5.33",""
"1726-9-1T21:55:0","1726","09","01","21","55","00","38.115","13.362","5.48",""
"1726-9-23T0:0:0","1726","09","23","00","00","00","43.309","12.546","4.85",""
"1727-1-7T0:0:0","1727","01","07","00","00","00","36.915","15.046","4.64",""
"1727-3-9T11:0:0","1727","03","09","11","00","00","44.057","11.367","4.93",""
"1727-5-8T5:30:0","1727","05","08","05","30","00","37.508","13.083","4.64",""
"1727-7-4T0:0:0","1727","07","04","00","00","00","","","",""
"1727-8-18T0:0:0","1727","08","18","00","00","00","47.270","11.390","4.86",""
"1727-12-14T19:45:0","1727","12","14","19","45","00","43.610","12.819","5.24",""
"1728-2-4T3:0:0","1728","02","04","03","00","00","44.398","11.590","4.40",""
"1728-2-8T0:0:0","1728","02","08","00","00","00","41.294","13.983","4.86",""
"1728-5-1T0:0:0","1728","05","01","00","00","00","38.974","16.318","4.40",""
"1729-1-13T21:0:0","1729","01","13","21","00","00","46.630","7.630","5.20",""
"1729-6-23T0:0:0","1729","06","23","00","00","00","43.773","11.486","4.63",""
"1729-6-29T13:0:0","1729","06","29","13","00","00","38.154","15.139","4.86",""
"1730-3-29T0:5:0","1730","03","29","00","05","00","43.877","10.272","3.70",""
"1730-5-12T5:0:0","1730","05","12","05","00","00","42.753","13.120","6.04",""
"1730-10-23T0:0:0","1730","10","23","00","00","00","43.282","12.619","4.86",""
"1731-3-20T3:0:0","1731","03","20","03","00","00","41.274","15.757","6.33",""
"1731-3-29T0:0:0","1731","03","29","00","00","00","43.670","12.041","4.76",""
"1731-4-26T0:0:0","1731","04","26","00","00","00","41.489","13.822","4.56",""
"1731-5-10T5:20:0","1731","05","10","05","20","00","41.300","16.349","4.40",""
"1731-9-15T14:0:0","1731","09","15","14","00","00","","","",""
"1731-10-17T11:0:0","1731","10","17","11","00","00","41.317","15.947","4.86",""
"1731-12-9T0:0:0","1731","12","09","00","00","00","43.933","10.915","3.70",""
"1731-12-23T0:0:0","1731","12","23","00","00","00","43.933","10.915","3.70",""
"1732-2-4T18:20:0","1732","02","04","18","20","00","44.871","10.468","4.65",""
"1732-3-28T0:0:0","1732","03","28","00","00","00","38.169","15.335","4.16",""
"1732-5-21T0:0:0","1732","05","21","00","00","00","43.551","10.309","3.93",""
"1732-8-9T0:0:0","1732","08","09","00","00","00","44.288","11.878","4.63",""
"1732-11-29T7:40:0","1732","11","29","07","40","00","41.064","15.059","6.75",""
"1733-1-29T0:0:0","1733","01","29","00","00","00","","","",""
"1733-5-15T0:30:0","1733","05","15","00","30","00","","","",""
"1733-7-16T4:0:0","1733","07","16","04","00","00","41.023","14.785","4.16",""
"1733-10-19T3:30:0","1733","10","19","03","30","00","43.666","13.368","3.93",""
"1733-10-20T0:0:0","1733","10","20","00","00","00","43.619","13.513","4.40",""
"1735-1-26T0:0:0","1735","01","26","00","00","00","41.038","14.387","4.16",""
"1735-9-6T0:0:0","1735","09","06","00","00","00","38.678","16.129","4.82",""
"1736-4-23T0:0:0","1736","04","23","00","00","00","45.250","6.300","4.40",""
"1736-8-16T0:0:0","1736","08","16","00","00","00","37.897","13.562","4.86",""
"1737-3-31T17:20:0","1737","03","31","17","20","00","40.920","14.661","5.10",""
"1737-6-11T0:30:0","1737","06","11","00","30","00","43.563","11.166","4.16",""
"1737-11-11T0:20:0","1737","11","11","00","20","00","37.073","15.286","4.40",""
"1738-5-23T0:0:0","1738","05","23","00","00","00","38.903","16.171","5.10",""
"1738-7-19T1:0:0","1738","07","19","01","00","00","42.626","12.095","4.86",""
"1738-11-5T0:30:0","1738","11","05","00","30","00","44.906","10.028","5.10",""
"1739-2-12T21:30:0","1739","02","12","21","30","00","41.462","15.545","4.40",""
"1739-2-27T4:20:0","1739","02","27","04","20","00","41.131","14.778","4.40",""
"1739-3-6T2:30:0","1739","03","06","02","30","00","38.736","16.559","3.93",""
"1739-5-10T15:25:0","1739","05","10","15","25","00","38.098","14.744","5.41",""
"1739-6-5T0:0:0","1739","06","05","00","00","00","37.832","14.891","3.47",""
"1739-7-16T5:0:0","1739","07","16","05","00","00","","","",""
"1739-7-31T11:0:0","1739","07","31","11","00","00","44.494","11.343","4.40",""
"1740-2-24T13:0:0","1740","02","24","13","00","00","38.905","16.594","3.70",""
"1740-3-6T5:40:0","1740","03","06","05","40","00","44.074","10.489","5.64",""
"1740-3-26T17:0:0","1740","03","26","17","00","00","38.905","16.594","3.70",""
"1740-3-30T17:30:0","1740","03","30","17","30","00","38.736","16.559","4.63",""
"1740-6-13T0:0:0","1740","06","13","00","00","00","37.582","12.840","4.86",""
"1740-6-1T0:0:0","1740","06","01","00","00","00","42.893","12.652","3.93",""
"1740-7-13T0:0:0","1740","07","13","00","00","00","43.313","12.761","4.63",""
"1741-4-24T9:20:0","1741","04","24","09","20","00","43.425","13.005","6.17",""
"1741-8-6T13:30:0","1741","08","06","13","30","00","41.049","14.970","5.44",""
"1741-10-1T0:0:0","1741","10","01","00","00","00","43.318","11.332","5.10",""
"1742-1-27T11:20:0","1742","01","27","11","20","00","43.551","10.309","4.87",""
"1742-3-16T2:30:0","1742","03","16","02","30","00","42.042","14.188","4.63",""
"1742-4-1T0:0:0","1742","04","01","00","00","00","42.084","13.546","4.16",""
"1742-5-1T0:0:0","1742","05","01","00","00","00","42.084","13.546","4.16",""
"1742-6-10T1:0:0","1742","06","10","01","00","00","43.434","12.858","4.40",""
"1742-8-17T0:0:0","1742","08","17","00","00","00","40.849","14.250","3.25",""
"1742-1-1T0:0:0","1742","01","01","00","00","00","42.084","13.546","4.40",""
"1743-1-21T21:55:0","1743","01","21","21","55","00","42.614","12.074","5.01",""
"1743-2-20T0:0:0","1743","02","20","00","00","00","39.847","18.774","6.68",""
"1743-5-29T0:0:0","1743","05","29","00","00","00","44.835","11.620","4.86",""
"1743-10-2T0:0:0","1743","10","02","00","00","00","39.132","16.081","5.10",""
"1743-12-7T7:45:0","1743","12","07","07","45","00","38.704","16.354","5.88",""
"1743-1-1T0:0:0","1743","01","01","00","00","00","42.046","13.454","4.40",""
"1744-3-21T20:0:0","1744","03","21","20","00","00","39.040","16.781","5.74",""
"1744-5-25T0:0:0","1744","05","25","00","00","00","43.820","13.050","4.59",""
"1744-1-1T0:0:0","1744","01","01","00","00","00","44.245","10.952","4.86",""
"1745-3-1T0:0:0","1745","03","01","00","00","00","42.736","12.737","5.10",""
"1745-10-18T0:0:0","1745","10","18","00","00","00","41.483","13.800","4.63",""
"1746-7-19T9:35:0","1746","07","19","09","35","00","","","",""
"1746-7-20T9:35:0","1746","07","20","09","35","00","","","",""
"1746-7-23T18:15:0","1746","07","23","18","15","00","44.091","10.448","5.15",""
"1746-10-8T0:0:0","1746","10","08","00","00","00","46.037","13.380","4.40",""
"1747-1-26T0:0:0","1747","01","26","00","00","00","43.230","12.785","4.40",""
"1747-4-17T0:0:0","1747","04","17","00","00","00","43.204","12.769","6.05",""
"1747-9-22T0:0:0","1747","09","22","00","00","00","43.255","12.826","5.42",""
"1747-9-1T0:0:0","1747","09","01","00","00","00","38.108","15.647","4.63",""
"1748-7-25T0:0:0","1748","07","25","00","00","00","43.113","12.788","4.40",""
"1748-9-10T23:40:0","1748","09","10","23","40","00","41.826","12.606","4.40",""
"1749-8-1T0:0:0","1749","08","01","00","00","00","38.185","15.555","5.80",""
"1750-2-1T0:0:0","1750","02","01","00","00","00","42.351","13.399","4.86",""
"1750-2-8T0:0:0","1750","02","08","00","00","00","41.860","12.656","4.50",""
"1750-12-17T0:0:0","1750","12","17","00","00","00","45.387","14.411","4.86",""
"1751-6-11T0:0:0","1751","06","11","00","00","00","42.595","12.593","5.12",""
"1751-7-13T15:30:0","1751","07","13","15","30","00","38.115","13.362","4.86",""
"1751-7-27T1:0:0","1751","07","27","01","00","00","43.225","12.739","6.38",""
"1751-7-28T16:30:0","1751","07","28","16","30","00","38.115","13.362","4.86",""
"1751-8-2T0:0:0","1751","08","02","00","00","00","38.115","13.362","4.86",""
"1751-9-1T0:0:0","1751","09","01","00","00","00","38.115","13.362","4.16",""
"1751-9-25T0:0:0","1751","09","25","00","00","00","","","",""
"1751-10-3T0:0:0","1751","10","03","00","00","00","43.135","13.068","4.40",""
"1751-11-21T0:0:0","1751","11","21","00","00","00","44.419","8.898","3.70",""
"1752-1-2T0:0:0","1752","01","02","00","00","00","42.623","12.778","4.86",""
"1752-2-16T4:45:0","1752","02","16","04","45","00","43.700","7.267","3.70",""
"1752-7-13T21:40:0","1752","07","13","21","40","00","43.305","12.798","4.61",""
"1752-8-1T0:0:0","1752","08","01","00","00","00","43.457","12.239","3.70",""
"1753-3-9T13:15:0","1753","03","09","13","15","00","44.941","7.181","5.16",""
"1753-4-22T0:0:0","1753","04","22","00","00","00","43.983","11.920","4.86",""
"1753-5-26T0:0:0","1753","05","26","00","00","00","42.613","12.547","4.80",""
"1754-6-8T5:5:0","1754","06","08","05","05","00","41.778","12.764","4.47",""
"1754-9-19T0:0:0","1754","09","19","00","00","00","46.240","7.190","3.90",""
"1755-8-28T0:0:0","1755","08","28","00","00","00","45.959","12.658","3.70",""
"1755-11-1T17:0:0","1755","11","01","17","00","00","42.742","11.868","4.40",""
"1755-12-9T13:45:0","1755","12","09","13","45","00","46.320","7.980","5.70",""
"1755-12-21T3:0:0","1755","12","21","03","00","00","46.290","8.060","3.90",""
"1756-2-2T0:0:0","1756","02","02","00","00","00","41.498","13.060","4.40",""
"1756-2-26T0:0:0","1756","02","26","00","00","00","45.893","11.820","3.70",""
"1756-4-13T0:0:0","1756","04","13","00","00","00","45.666","12.245","4.86",""
"1756-10-6T20:0:0","1756","10","06","20","00","00","43.899","12.840","3.93",""
"1756-10-22T14:0:0","1756","10","22","14","00","00","40.756","14.338","3.50",""
"1756-10-22T0:0:0","1756","10","22","00","00","00","41.630","15.917","4.40",""
"1757-8-6T0:0:0","1757","08","06","00","00","00","37.073","15.286","4.16",""
"1759-3-18T0:0:0","1759","03","18","00","00","00","43.933","10.915","4.16",""
"1759-5-20T0:0:0","1759","05","20","00","00","00","40.421","15.735","4.16",""
"1759-5-26T22:15:0","1759","05","26","22","15","00","44.893","8.648","4.16",""
"1759-6-14T0:0:0","1759","06","14","00","00","00","42.612","12.133","4.16",""
"1759-8-1T0:0:0","1759","08","01","00","00","00","41.884","13.097","4.40",""
"1759-10-5T1:0:0","1759","10","05","01","00","00","41.491","13.814","3.93",""
"1760-1-12T0:0:0","1760","01","12","00","00","00","43.059","13.311","4.40",""
"1760-12-23T0:0:0","1760","12","23","00","00","00","40.801","14.404","3.50",""
"1761-4-5T14:0:0","1761","04","05","14","00","00","41.491","13.814","4.40",""
"1761-5-3T8:15:0","1761","05","03","08","15","00","38.905","16.594","5.10",""
"1761-6-10T0:10:0","1761","06","10","00","10","00","43.946","11.909","3.70",""
"1761-6-20T22:0:0","1761","06","20","22","00","00","43.834","11.960","4.63",""
"1762-4-15T18:0:0","1762","04","15","18","00","00","44.004","11.506","5.14",""
"1762-4-18T11:30:0","1762","04","18","11","30","00","46.512","12.992","3.70",""
"1762-7-23T0:0:0","1762","07","23","00","00","00","40.746","13.909","3.50",""
"1762-10-6T0:0:0","1762","10","06","00","00","00","42.308","13.585","5.54",""
"1765-5-12T0:0:0","1765","05","12","00","00","00","41.405","13.983","4.86",""
"1766-1-1T0:0:0","1766","01","01","00","00","00","41.918","13.110","4.86",""
"1766-5-6T0:0:0","1766","05","06","00","00","00","43.541","10.942","3.70",""
"1766-12-24T12:24:0","1766","12","24","12","24","00","42.874","12.899","4.63",""
"1767-1-21T7:45:0","1767","01","21","07","45","00","44.138","10.133","5.27",""
"1767-1-21T9:0:0","1767","01","21","09","00","00","44.238","10.124","4.60",""
"1767-2-7T3:45:0","1767","02","07","03","45","00","44.548","8.681","4.98",""
"1767-5-10T0:0:0","1767","05","10","00","00","00","46.512","12.992","3.70",""
"1767-5-26T18:24:0","1767","05","26","18","24","00","45.272","7.502","5.10",""
"1767-6-5T1:30:0","1767","06","05","01","30","00","42.821","12.751","5.45",""
"1767-7-14T1:5:0","1767","07","14","01","05","00","39.375","16.279","5.89",""
"1767-9-2T0:0:0","1767","09","02","00","00","00","42.736","12.737","4.40",""
"1767-1-1T0:0:0","1767","01","01","00","00","00","40.735","13.919","3.50",""
"1768-10-19T23:0:0","1768","10","19","23","00","00","43.943","11.904","5.99",""
"1768-11-30T11:30:0","1768","11","30","11","30","00","43.565","10.946","4.16",""
"1770-3-20T15:30:0","1770","03","20","15","30","00","46.480","7.180","5.20",""
"1770-6-8T0:0:0","1770","06","08","00","00","00","38.108","15.647","4.40",""
"1770-10-7T0:0:0","1770","10","07","00","00","00","46.512","12.992","3.70",""
"1770-12-27T4:0:0","1770","12","27","04","00","00","43.701","11.409","4.86",""
"1771-1-8T3:30:0","1771","01","08","03","30","00","43.551","10.309","4.40",""
"1771-1-1T0:0:0","1771","01","01","00","00","00","41.718","13.613","5.10",""
"1771-7-27T22:45:0","1771","07","27","22","45","00","43.946","11.318","4.16",""
"1771-7-27T23:0:0","1771","07","27","23","00","00","44.119","11.379","4.16",""
"1771-7-29T0:0:0","1771","07","29","00","00","00","44.119","11.379","4.16",""
"1771-8-13T8:13:0","1771","08","13","08","13","00","44.141","11.161","4.63",""
"1771-8-15T8:15:0","1771","08","15","08","15","00","45.606","9.722","4.16",""
"1771-8-17T18:0:0","1771","08","17","18","00","00","39.213","8.936","4.43",""
"1772-10-12T0:0:0","1772","10","12","00","00","00","43.570","12.141","4.63",""
"1773-3-1T0:0:0","1773","03","01","00","00","00","41.839","12.831","4.86",""
"1773-6-22T6:22:0","1773","06","22","06","22","00","41.720","12.671","4.16",""
"1773-12-31T1:15:0","1773","12","31","01","15","00","44.659","6.633","4.63",""
"1774-1-31T19:30:0","1774","01","31","19","30","00","43.610","12.128","4.63",""
"1774-3-4T0:0:0","1774","03","04","00","00","00","44.801","10.330","4.16",""
"1774-3-31T14:49:0","1774","03","31","14","49","00","45.552","10.111","4.40",""
"1774-5-15T0:0:0","1774","05","15","00","00","00","42.831","11.586","4.63",""
"1775-1-4T18:0:0","1775","01","04","18","00","00","44.647","10.926","4.43",""
"1775-1-5T22:45:0","1775","01","05","22","45","00","44.238","10.124","4.55",""
"1775-8-26T0:0:0","1775","08","26","00","00","00","46.512","12.992","3.70",""
"1775-10-6T7:35:0","1775","10","06","07","35","00","42.167","8.800","4.40",""
"1775-10-22T2:12:0","1775","10","22","02","12","00","42.175","8.809","5.10",""
"1776-3-29T0:0:0","1776","03","29","00","00","00","","","",""
"1776-4-24T16:36:0","1776","04","24","16","36","00","45.300","14.580","5.10",""
"1776-7-10T0:0:0","1776","07","10","00","00","00","46.233","12.706","5.82",""
"1777-6-6T16:15:0","1777","06","06","16","15","00","","","",""
"1777-8-19T8:19:0","1777","08","19","08","19","00","41.697","13.537","4.40",""
"1777-10-5T15:45:0","1777","10","05","15","45","00","42.880","11.757","5.14",""
"1778-1-4T16:30:0","1778","01","04","16","30","00","43.619","13.513","4.63",""
"1778-1-24T7:45:0","1778","01","24","07","45","00","42.153","13.534","4.86",""
"1778-2-18T2:18:0","1778","02","18","02","18","00","44.175","10.182","3.93",""
"1778-4-21T0:0:0","1778","04","21","00","00","00","46.512","12.992","3.93",""
"1778-6-11T0:0:0","1778","06","11","00","00","00","44.222","12.040","4.40",""
"1778-8-3T0:0:0","1778","08","03","00","00","00","43.570","12.141","4.63",""
"1779-6-1T23:55:0","1779","06","01","23","55","00","","","",""
"1779-6-2T7:30:0","1779","06","02","07","30","00","","","",""
"1779-6-4T7:0:0","1779","06","04","07","00","00","44.443","11.479","5.22",""
"1779-6-10T8:35:0","1779","06","10","08","35","00","","","",""
"1779-6-26T12:0:0","1779","06","26","12","00","00","43.318","11.332","4.16",""
"1779-7-14T19:30:0","1779","07","14","19","30","00","","","",""
"1779-8-8T8:8:0","1779","08","08","08","08","00","40.819","14.342","3.50",""
"1779-8-20T10:50:0","1779","08","20","10","50","00","44.459","11.390","4.16",""
"1779-10-1T0:45:0","1779","10","01","00","45","00","40.736","14.447","3.37",""
"1779-11-23T18:30:0","1779","11","23","18","30","00","44.424","11.529","4.70",""
"1779-12-12T0:0:0","1779","12","12","00","00","00","40.814","14.343","3.37",""
"1779-12-24T17:0:0","1779","12","24","17","00","00","44.061","10.860","4.59",""
"1779-12-31T16:0:0","1779","12","31","16","00","00","44.030","10.821","4.16",""
"1780-2-6T4:0:0","1780","02","06","04","00","00","44.567","11.310","5.06",""
"1780-3-28T0:0:0","1780","03","28","00","00","00","37.866","15.316","5.52",""
"1780-4-9T0:0:0","1780","04","09","00","00","00","38.185","15.555","4.86",""
"1780-5-25T0:0:0","1780","05","25","00","00","00","44.418","12.197","4.40",""
"1780-8-1T0:0:0","1780","08","01","00","00","00","44.897","8.864","4.16",""
"1780-8-4T0:0:0","1780","08","04","00","00","00","44.897","8.864","4.16",""
"1780-9-8T17:0:0","1780","09","08","17","00","00","46.512","12.992","3.70",""
"1780-9-14T0:0:0","1780","09","14","00","00","00","38.081","14.982","5.33",""
"1780-9-22T13:45:0","1780","09","22","13","45","00","44.237","11.765","3.93",""
"1781-1-3T2:30:0","1781","01","03","02","30","00","43.171","11.537","5.19",""
"1781-1-6T15:0:0","1781","01","06","15","00","00","43.058","11.606","4.16",""
"1781-1-11T1:11:0","1781","01","11","01","11","00","40.892","12.965","4.16",""
"1781-1-11T0:0:0","1781","01","11","00","00","00","43.287","11.746","4.86",""
"1781-2-25T2:25:0","1781","02","25","02","25","00","41.720","12.671","4.16",""
"1781-4-4T21:20:0","1781","04","04","21","20","00","44.251","11.798","6.12",""
"1781-4-13T8:30:0","1781","04","13","08","30","00","40.892","12.965","4.16",""
"1781-6-3T6:35:0","1781","06","03","06","35","00","","","",""
"1781-6-3T0:0:0","1781","06","03","00","00","00","43.596","12.512","6.51",""
"1781-7-17T9:40:0","1781","07","17","09","40","00","44.268","11.987","5.61",""
"1781-9-10T11:30:0","1781","09","10","11","30","00","45.501","9.589","4.93",""
"1781-12-23T17:0:0","1781","12","23","17","00","00","46.512","12.992","3.70",""
"1782-1-11T0:0:0","1782","01","11","00","00","00","41.131","14.778","4.16",""
"1782-4-11T20:0:0","1782","04","11","20","00","00","46.512","12.992","3.70",""
"1782-9-24T0:0:0","1782","09","24","00","00","00","41.815","12.716","4.63",""
"1782-12-10T0:0:0","1782","12","10","00","00","00","46.512","12.992","3.70",""
"1783-2-5T12:0:0","1783","02","05","12","00","00","38.297","15.970","7.10",""
"1783-2-6T0:20:0","1783","02","06","00","20","00","","","",""
"1783-2-7T13:10:0","1783","02","07","13","10","00","38.580","16.201","6.74",""
"1783-3-1T1:40:0","1783","03","01","01","40","00","","","",""
"1783-3-28T18:55:0","1783","03","28","18","55","00","38.785","16.464","7.03",""
"1783-4-26T2:10:0","1783","04","26","02","10","00","38.204","15.398","4.40",""
"1783-6-29T0:0:0","1783","06","29","00","00","00","43.774","11.716","4.40",""
"1783-7-28T0:0:0","1783","07","28","00","00","00","45.879","10.808","4.63",""
"1783-11-15T0:0:0","1783","11","15","00","00","00","41.689","15.292","4.86",""
"1783-11-20T11:58:0","1783","11","20","11","58","00","38.673","16.103","4.16",""
"1784-3-20T13:30:0","1784","03","20","13","30","00","38.673","16.103","3.23",""
"1784-3-24T0:0:0","1784","03","24","00","00","00","46.080","14.500","4.86",""
"1784-3-30T11:0:0","1784","03","30","11","00","00","44.776","9.183","4.16",""
"1784-4-6T23:0:0","1784","04","06","23","00","00","41.756","12.685","4.40",""
"1784-10-14T0:0:0","1784","10","14","00","00","00","38.293","16.210","5.10",""
"1785-3-17T3:33:0","1785","03","17","03","33","00","38.185","15.555","4.86",""
"1785-4-13T7:0:0","1785","04","13","07","00","00","38.673","16.103","3.70",""
"1785-4-29T10:45:0","1785","04","29","10","45","00","44.659","6.625","4.40",""
"1785-5-3T2:30:0","1785","05","03","02","30","00","43.073","12.955","5.10",""
"1785-7-19T22:30:0","1785","07","19","22","30","00","45.978","11.079","3.70",""
"1785-9-12T0:0:0","1785","09","12","00","00","00","45.020","6.842","4.16",""
"1785-10-2T21:10:0","1785","10","02","21","10","00","","","",""
"1785-10-3T0:30:0","1785","10","03","00","30","00","41.964","12.798","4.50",""
"1785-10-9T3:15:0","1785","10","09","03","15","00","42.536","12.788","5.76",""
"1785-11-18T0:0:0","1785","11","18","00","00","00","","","",""
"1786-1-15T0:0:0","1786","01","15","00","00","00","43.351","12.577","5.10",""
"1786-1-17T0:0:0","1786","01","17","00","00","00","43.361","12.553","4.44",""
"1786-2-23T7:40:0","1786","02","23","07","40","00","38.673","16.103","4.16",""
"1786-3-10T14:10:0","1786","03","10","14","10","00","38.102","15.021","6.14",""
"1786-4-7T0:15:0","1786","04","07","00","15","00","45.267","9.550","5.22",""
"1786-4-11T9:0:0","1786","04","11","09","00","00","46.080","14.500","4.63",""
"1786-7-31T0:0:0","1786","07","31","00","00","00","42.351","13.399","4.89",""
"1786-11-24T6:45:0","1786","11","24","06","45","00","44.731","7.909","4.29",""
"1786-12-25T1:0:0","1786","12","25","01","00","00","43.991","12.565","5.66",""
"1786-12-28T0:0:0","1786","12","28","00","00","00","46.512","12.992","3.70",""
"1787-4-25T0:0:0","1787","04","25","00","00","00","46.512","12.992","3.70",""
"1787-7-16T10:0:0","1787","07","16","10","00","00","44.835","11.620","4.40",""
"1787-7-26T7:15:0","1787","07","26","07","15","00","44.835","11.620","4.86",""
"1787-8-26T23:30:0","1787","08","26","23","30","00","47.160","9.810","4.70",""
"1787-9-20T4:0:0","1787","09","20","04","00","00","38.185","15.555","4.16",""
"1787-10-20T13:30:0","1787","10","20","13","30","00","43.318","11.332","3.70",""
"1787-10-21T12:30:0","1787","10","21","12","30","00","43.318","11.332","4.16",""
"1787-10-21T23:0:0","1787","10","21","23","00","00","43.318","11.332","4.16",""
"1787-10-23T5:0:0","1787","10","23","05","00","00","43.318","11.332","4.16",""
"1787-12-9T4:30:0","1787","12","09","04","30","00","46.512","12.992","3.70",""
"1787-12-26T15:10:0","1787","12","26","15","10","00","","","",""
"1787-12-26T0:0:0","1787","12","26","00","00","00","43.723","11.767","4.40",""
"1788-4-18T0:0:0","1788","04","18","00","00","00","43.837","13.018","4.40",""
"1788-10-20T21:10:0","1788","10","20","21","10","00","46.398","13.019","5.19",""
"1789-2-7T0:0:0","1789","02","07","00","00","00","38.391","15.875","5.10",""
"1789-8-4T0:0:0","1789","08","04","00","00","00","45.938","12.302","3.93",""
"1789-9-30T10:0:0","1789","09","30","10","00","00","43.510","12.217","5.89",""
"1790-6-1T0:0:0","1790","06","01","00","00","00","","","",""
"1790-7-26T0:0:0","1790","07","26","00","00","00","44.354","9.909","5.10",""
"1791-1-1T0:0:0","1791","01","01","00","00","00","42.351","13.399","5.33",""
"1791-10-11T13:5:0","1791","10","11","13","05","00","42.950","12.861","5.57",""
"1791-10-13T1:20:0","1791","10","13","01","20","00","38.636","16.268","6.14",""
"1792-4-1T12:0:0","1792","04","01","12","00","00","39.973","16.087","4.40",""
"1792-7-20T0:0:0","1792","07","20","00","00","00","42.532","12.714","5.06",""
"1792-10-20T0:0:0","1792","10","20","00","00","00","46.512","12.992","3.70",""
"1792-1-1T0:0:0","1792","01","01","00","00","00","37.643","15.157","4.03",""
"1793-4-21T0:0:0","1793","04","21","00","00","00","43.025","12.811","5.33",""
"1793-7-25T0:0:0","1793","07","25","00","00","00","40.844","13.198","4.63",""
"1794-5-12T10:59:0","1794","05","12","10","59","00","47.270","11.390","4.63",""
"1794-6-7T0:45:0","1794","06","07","00","45","00","46.306","12.821","5.96",""
"1794-6-7T2:35:0","1794","06","07","02","35","00","","","",""
"1794-6-12T22:30:0","1794","06","12","22","30","00","41.108","14.924","5.26",""
"1794-6-15T0:0:0","1794","06","15","00","00","00","40.786","14.367","2.87",""
"1794-6-30T4:45:0","1794","06","30","04","45","00","46.297","12.795","5.40",""
"1795-1-1T2:15:0","1795","01","01","02","15","00","46.512","12.992","4.16",""
"1795-2-14T19:15:0","1795","02","14","19","15","00","43.318","11.332","3.70",""
"1795-6-19T23:30:0","1795","06","19","23","30","00","43.182","13.443","4.70",""
"1795-8-15T0:0:0","1795","08","15","00","00","00","41.918","12.871","4.63",""
"1796-2-5T2:0:0","1796","02","05","02","00","00","43.534","11.873","4.96",""
"1796-3-18T16:30:0","1796","03","18","16","30","00","40.746","13.909","3.88",""
"1796-10-22T4:0:0","1796","10","22","04","00","00","44.614","11.670","5.45",""
"1797-10-30T5:0:0","1797","10","30","05","00","00","46.512","12.992","3.70",""
